Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2017-12-21,TUCSON AZ,Yellow Cab,47.97,740.05,664.1351999999999,631442,5712,2,2,0,0,7636.0
2017-12-21,WASHINGTON DC,Pink Cab,98.51,1128.95,1128.528,418859,127001,4,1,3,6,14473.714285714286
2017-12-21,WASHINGTON DC,Yellow Cab,832.94,10972.81,10939.282799999999,418859,127001,17,18,20,19,13060.324324324325
2017-12-22,ATLANTA GA,Pink Cab,78.75,1201.33,857.375,814885,24701,2,0,2,4,10786.75
2017-12-22,ATLANTA GA,Yellow Cab,447.71,7193.63,5963.4084,814885,24701,9,8,11,12,15732.05
2017-12-22,AUSTIN TX,Pink Cab,167.3,2988.2599999999998,1888.129,698371,14978,7,4,2,5,10889.444444444445
2017-12-22,AUSTIN TX,Yellow Cab,129.17000000000002,2956.97,1623.864,698371,14978,3,2,3,4,11356.833333333334
2017-12-22,BOSTON MA,Pink Cab,217.95999999999998,4027.96,2400.786,248968,80021,9,7,3,5,15816.666666666666
2017-12-22,BOSTON MA,Yellow Cab,1944.73,31124.079999999998,25562.5716,248968,80021,39,29,44,54,15404.759036144578
2017-12-22,CHICAGO IL,Pink Cab,556.75,6334.04,6053.146,1955130,164468,15,13,16,18,13783.741935483871
2017-12-22,CHICAGO IL,Yellow Cab,2729.16,51657.22,35973.8064,1955130,164468,74,43,41,72,15438.4
2017-12-22,DALLAS TX,Pink Cab,94.38,1412.97,995.106,942908,22157,2,2,1,1,15179.333333333334
2017-12-22,DALLAS TX,Yellow Cab,513.95,10020.51,6728.2776,942908,22157,10,9,13,14,11673.739130434782
2017-12-22,DENVER CO,Pink Cab,219.14000000000001,3200.12,2440.912,754233,12421,6,4,0,2,16465.333333333332
2017-12-22,DENVER CO,Yellow Cab,130.1,2786.74,1703.076,754233,12421,6,3,2,5,15931.625
2017-12-22,LOS ANGELES CA,Pink Cab,1157.7,14556.74,12675.048,1595037,144132,30,21,28,37,12644.0
2017-12-22,LOS ANGELES CA,Yellow Cab,1601.56,26502.23,21105.6804,1595037,144132,37,21,33,49,16321.471428571429
2017-12-22,MIAMI FL,Pink Cab,253.97,3216.22,2737.069,1339155,17675,7,3,2,6,11677.777777777777
2017-12-22,MIAMI FL,Yellow Cab,509.26,10014.85,6772.326,1339155,17675,11,6,9,14,13949.7
2017-12-22,NASHVILLE TN,Pink Cab,69.99000000000001,1292.24,754.649,327225,9270,2,1,1,2,11739.333333333334
2017-12-22,NASHVILLE TN,Yellow Cab,38.01,713.02,535.2239999999999,327225,9270,0,2,3,1,4890.0
2017-12-22,NEW YORK NY,Pink Cab,1309.82,25526.82,14438.149,8405837,302149,33,23,22,32,15374.818181818182
2017-12-22,NEW YORK NY,Yellow Cab,5681.0,151336.89,74890.5288,8405837,302149,160,118,108,150,14675.955223880597
2017-12-22,ORANGE COUNTY,Pink Cab,159.04,2783.69,1754.229,1030185,12994,4,5,4,3,12551.625
2017-12-22,ORANGE COUNTY,Yellow Cab,134.12,2291.19,1788.1536,1030185,12994,4,2,4,6,14291.625
2017-12-22,PHOENIX AZ,Pink Cab,54.24,721.76,616.386,943999,6133,1,1,2,2,14554.666666666666
2017-12-22,PHOENIX AZ,Yellow Cab,36.4,667.17,472.1184,943999,6133,0,0,2,2,14119.0
2017-12-22,PITTSBURGH PA,Pink Cab,47.88,452.31,551.988,542085,3643,1,2,1,0,16965.0
2017-12-22,PITTSBURGH PA,Yellow Cab,64.53,913.87,866.7696000000001,542085,3643,1,0,3,4,14843.75
2017-12-22,SACRAMENTO CA,Pink Cab,132.82,1587.75,1471.837,545776,7044,1,2,3,2,13961.5
2017-12-22,SACRAMENTO CA,Yellow Cab,88.11,1048.3,1147.548,545776,7044,3,2,1,2,10749.5
2017-12-22,SAN DIEGO CA,Pink Cab,591.11,9774.83,6546.834,959307,69995,14,13,13,14,12664.148148148148
2017-12-22,SAN DIEGO CA,Yellow Cab,367.27,5926.0,4759.8264,959307,69995,11,5,5,11,12743.1875
2017-12-22,SEATTLE WA,Pink Cab,106.97999999999999,1278.63,1200.046,671238,25063,4,1,4,7,10989.375
2017-12-22,SEATTLE WA,Yellow Cab,232.07,3505.9,3137.7852,671238,25063,4,3,6,7,8595.4
2017-12-22,SILICON VALLEY,Pink Cab,331.52,6489.2300000000005,3638.477,1177609,27247,3,7,9,5,18046.5
2017-12-22,SILICON VALLEY,Yellow Cab,270.38,6852.29,3623.5824,1177609,27247,6,3,5,8,14450.545454545454
2017-12-22,TUCSON AZ,Pink Cab,70.89,792.06,746.443,631442,5712,3,2,0,1,19614.666666666668
2017-12-22,TUCSON AZ,Yellow Cab,131.71,2238.86,1722.6288,631442,5712,4,0,0,4,12761.5
2017-12-22,WASHINGTON DC,Pink Cab,148.63,1822.19,1622.3700000000001,418859,127001,3,2,4,5,18779.0
2017-12-22,WASHINGTON DC,Yellow Cab,2331.0099999999998,33567.22,30915.8124,418859,127001,59,42,44,61,15103.038834951456
2017-12-23,ATLANTA GA,Pink Cab,76.79,1027.91,850.1020000000001,814885,24701,2,1,1,2,12196.0
2017-12-23,ATLANTA GA,Yellow Cab,161.68,2369.31,2187.8532,814885,24701,4,2,4,6,15539.75
2017-12-23,AUSTIN TX,Pink Cab,39.27,705.99,435.897,698371,14978,0,0,1,1,7368.0
2017-12-23,AUSTIN TX,Yellow Cab,48.4,1018.55,639.3216,698371,14978,2,2,3,3,16918.4
2017-12-23,BOSTON MA,Pink Cab,201.28,3495.2,2222.876,248968,80021,5,5,4,4,15493.888888888889
2017-12-23,BOSTON MA,Yellow Cab,602.64,8856.880000000001,7953.1176,248968,80021,14,7,9,16,13343.826086956522
2017-12-23,CHICAGO IL,Pink Cab,156.03,1702.41,1766.528,1955130,164468,6,4,5,7,15645.363636363636
2017-12-23,CHICAGO IL,Yellow Cab,1111.42,19227.43,14843.8704,1955130,164468,25,20,25,30,14830.64
2017-12-23,DALLAS TX,Pink Cab,36.599999999999994,494.22,410.84000000000003,942908,22157,1,2,1,0,14754.5
2017-12-23,DALLAS TX,Yellow Cab,114.14,2070.41,1532.568,942908,22157,1,2,4,3,11699.8
2017-12-23,DENVER CO,Pink Cab,109.24,1622.0,1174.1219999999998,754233,12421,3,1,1,3,15518.25
2017-12-23,DENVER CO,Yellow Cab,71.56,1601.51,952.8119999999999,754233,12421,2,1,1,2,12593.0
2017-12-23,LOS ANGELES CA,Pink Cab,403.01,4705.37,4405.111,1595037,144132,10,7,12,15,14469.363636363636
2017-12-23,LOS ANGELES CA,Yellow Cab,803.73,12092.8,10764.7464,1595037,144132,22,12,11,21,15981.424242424242
2017-12-23,MIAMI FL,Pink Cab,33.6,413.37,359.52,1339155,17675,0,0,1,1,2500.0
2017-12-23,MIAMI FL,Yellow Cab,87.50999999999999,1562.4499999999998,1126.344,1339155,17675,3,1,3,5,13959.166666666666
2017-12-23,NASHVILLE TN,Pink Cab,157.66,2624.76,1731.184,327225,9270,5,3,1,3,17395.166666666668
2017-12-23,NASHVILLE TN,Yellow Cab,33.48,515.22,429.8832,327225,9270,1,1,0,0,25720.0
2017-12-23,NEW YORK NY,Pink Cab,433.43,7942.76,4715.544,8405837,302149,9,4,9,14,15701.944444444445
2017-12-23,NEW YORK NY,Yellow Cab,2729.69,66984.15,35644.6452,8405837,302149,81,45,49,85,14492.846153846154
2017-12-23,ORANGE COUNTY,Pink Cab,60.269999999999996,987.1700000000001,647.352,1030185,12994,1,2,2,1,17426.666666666668
2017-12-23,ORANGE COUNTY,Yellow Cab,62.480000000000004,907.1,883.5840000000001,1030185,12994,2,2,0,0,15127.5
2017-12-23,PHOENIX AZ,Yellow Cab,35.35,522.62,470.862,943999,6133,1,0,0,1,23452.0
2017-12-23,SACRAMENTO CA,Pink Cab,65.69,726.06,715.221,545776,7044,0,0,3,3,6717.666666666667
2017-12-23,SACRAMENTO CA,Yellow Cab,11.3,111.75,145.092,545776,7044,0,1,1,0,19558.0
2017-12-23,SAN DIEGO CA,Pink Cab,353.32,5583.95,3800.405,959307,69995,7,4,6,9,19736.846153846152
2017-12-23,SAN DIEGO CA,Yellow Cab,136.75,2070.9,1816.8996,959307,69995,3,2,4,5,17672.285714285714
2017-12-23,SEATTLE WA,Pink Cab,65.5,729.8,734.1,671238,25063,2,1,1,2,23568.666666666668
2017-12-23,SEATTLE WA,Yellow Cab,113.72,1657.96,1452.372,671238,25063,5,2,0,3,16270.6
2017-12-23,SILICON VALLEY,Pink Cab,87.99,1512.22,968.7370000000001,1177609,27247,1,2,2,1,15896.333333333334
2017-12-23,SILICON VALLEY,Yellow Cab,91.95,2240.3,1208.6496,1177609,27247,2,0,1,3,28929.666666666668
2017-12-23,TUCSON AZ,Yellow Cab,51.18,849.99,708.2819999999999,631442,5712,1,1,2,2,12455.666666666666
2017-12-23,WASHINGTON DC,Pink Cab,54.099999999999994,659.93,568.9300000000001,418859,127001,2,1,0,1,17112.5
2017-12-23,WASHINGTON DC,Yellow Cab,1155.66,15364.73,15567.9516,418859,127001,29,19,20,30,14941.408163265307
2017-12-24,ATLANTA GA,Pink Cab,98.3,1576.52,1037.5700000000002,814885,24701,2,2,2,2,12955.75
2017-12-24,ATLANTA GA,Yellow Cab,207.85999999999999,3221.88,2765.3688,814885,24701,6,3,6,9,13291.416666666666
2017-12-24,AUSTIN TX,Pink Cab,58.06,977.72,676.802,698371,14978,2,1,1,2,13764.0
2017-12-24,AUSTIN TX,Yellow Cab,300.81,5698.64,3901.4436,698371,14978,5,5,9,9,14477.42857142857
2017-12-24,BOSTON MA,Pink Cab,272.66,4668.84,2939.398,248968,80021,13,8,2,7,12321.133333333333
2017-12-24,BOSTON MA,Yellow Cab,1239.5,22427.14,16342.746,248968,80021,32,23,30,39,14268.548387096775
2017-12-24,CHICAGO IL,Pink Cab,448.37,5037.68,4976.205,1955130,164468,16,12,6,10,11651.318181818182
2017-12-24,CHICAGO IL,Yellow Cab,1678.35,26854.7,22041.7404,1955130,164468,44,25,33,52,13732.16883116883
2017-12-24,DALLAS TX,Pink Cab,27.68,311.14,325.424,942908,22157,1,0,1,2,17505.0
2017-12-24,DALLAS TX,Yellow Cab,97.49,1820.33,1330.74,942908,22157,3,2,4,5,11462.57142857143
2017-12-24,DENVER CO,Pink Cab,44.39,790.66,493.195,754233,12421,3,2,0,1,21459.333333333332
2017-12-24,DENVER CO,Yellow Cab,161.84,3984.58,2128.9872,754233,12421,3,2,4,5,13148.57142857143
2017-12-24,LOS ANGELES CA,Pink Cab,1294.25,21052.89,14243.105,1595037,144132,26,23,27,30,14563.924528301886
2017-12-24,LOS ANGELES CA,Yellow Cab,1168.4,24904.53,15497.858400000001,1595037,144132,31,23,24,32,16450.345454545455
2017-12-24,MIAMI FL,Pink Cab,93.77000000000001,1773.0500000000002,991.5999999999999,1339155,17675,3,1,2,4,6808.2
2017-12-24,MIAMI FL,Yellow Cab,405.97,6460.79,5283.6084,1339155,17675,11,7,8,12,17637.894736842107
2017-12-24,NASHVILLE TN,Pink Cab,40.33,648.26,415.399,327225,9270,1,0,0,1,28055.0
2017-12-24,NASHVILLE TN,Yellow Cab,66.82000000000001,1144.22,883.9272000000001,327225,9270,2,1,0,1,8172.5
2017-12-24,NEW YORK NY,Pink Cab,1028.33,21132.18,11468.31,8405837,302149,26,20,19,25,14510.888888888889
2017-12-24,NEW YORK NY,Yellow Cab,5743.76,152310.28,76009.86,8405837,302149,135,83,108,160,15460.473251028807
2017-12-24,ORANGE COUNTY,Pink Cab,71.85,1200.23,839.904,1030185,12994,2,2,2,2,12015.25
2017-12-24,ORANGE COUNTY,Yellow Cab,239.5,4717.7,3148.7148,1030185,12994,5,2,4,7,15613.666666666666
2017-12-24,PHOENIX AZ,Pink Cab,47.58,728.74,496.104,943999,6133,1,1,1,1,14389.0
2017-12-24,PHOENIX AZ,Yellow Cab,111.64,1782.35,1430.7432,943999,6133,0,2,4,2,17572.75
2017-12-24,PITTSBURGH PA,Pink Cab,5.8,119.54,59.74,542085,3643,1,0,0,1,23779.0
2017-12-24,SACRAMENTO CA,Pink Cab,74.47,981.57,830.948,545776,7044,3,0,1,4,14594.0
2017-12-24,SACRAMENTO CA,Yellow Cab,116.32,2421.7,1463.8763999999999,545776,7044,1,1,2,2,10800.666666666666
2017-12-24,SAN DIEGO CA,Pink Cab,438.49,7493.2699999999995,4844.345,959307,69995,11,8,7,10,16614.944444444445
2017-12-24,SAN DIEGO CA,Yellow Cab,564.91,10514.82,7527.7476,959307,69995,17,9,9,17,13257.423076923076
2017-12-24,SEATTLE WA,Pink Cab,227.62,3640.42,2459.084,671238,25063,6,1,2,7,16266.75
2017-12-24,SEATTLE WA,Yellow Cab,176.07999999999998,3156.11,2401.7352,671238,25063,4,1,3,6,19885.571428571428
2017-12-24,SILICON VALLEY,Pink Cab,432.17,6252.43,4684.218,1177609,27247,10,7,7,10,14709.117647058823
2017-12-24,SILICON VALLEY,Yellow Cab,165.05,3773.24,2186.5644,1177609,27247,5,3,3,5,17989.25
2017-12-24,TUCSON AZ,Pink Cab,87.99,1352.99,989.5350000000001,631442,5712,1,1,2,2,14246.666666666666
2017-12-24,TUCSON AZ,Yellow Cab,27.67,512.15,346.9692,631442,5712,2,0,1,3,11185.333333333334
2017-12-24,WASHINGTON DC,Pink Cab,140.18,2089.14,1492.7220000000002,418859,127001,4,3,2,3,16835.5
2017-12-24,WASHINGTON DC,Yellow Cab,1847.81,32934.34,24194.7528,418859,127001,47,31,40,56,14911.540229885057
2017-12-25,ATLANTA GA,Yellow Cab,77.03999999999999,1137.83,1013.4288,814885,24701,2,2,2,2,13576.25
2017-12-25,AUSTIN TX,Pink Cab,50.620000000000005,838.7,565.924,698371,14978,1,1,1,1,13587.5
2017-12-25,AUSTIN TX,Yellow Cab,72.59,1344.1299999999999,1001.0472,698371,14978,1,1,2,2,16500.333333333332
2017-12-25,BOSTON MA,Pink Cab,157.95000000000002,2721.2400000000002,1765.856,248968,80021,4,2,1,3,17710.8
2017-12-25,BOSTON MA,Yellow Cab,643.73,9836.82,8571.282,248968,80021,17,16,12,13,17001.41379310345
2017-12-25,CHICAGO IL,Pink Cab,210.26999999999998,2170.75,2242.847,1955130,164468,4,5,6,5,12067.8
2017-12-25,CHICAGO IL,Yellow Cab,746.98,12005.58,9840.2424,1955130,164468,19,11,16,24,16460.942857142858
2017-12-25,DALLAS TX,Pink Cab,24.83,355.33,277.78499999999997,942908,22157,0,1,2,1,8795.5
2017-12-25,DALLAS TX,Yellow Cab,162.0,2891.64,2196.2532,942908,22157,3,4,5,4,16009.75
2017-12-25,DENVER CO,Pink Cab,46.0,648.6,469.2,754233,12421,1,1,0,0,14390.0
2017-12-25,DENVER CO,Yellow Cab,2.3,48.77,30.084,754233,12421,1,0,0,1,11352.0
2017-12-25,LOS ANGELES CA,Pink Cab,364.56,4848.24,4022.59,1595037,144132,11,8,6,9,15904.058823529413
2017-12-25,LOS ANGELES CA,Yellow Cab,255.81,3995.89,3421.4604,1595037,144132,8,4,4,8,16052.0
2017-12-25,MIAMI FL,Pink Cab,29.97,325.14,311.688,1339155,17675,1,0,0,1,8938.0
2017-12-25,MIAMI FL,Yellow Cab,79.65,1048.81,1022.13,1339155,17675,1,4,4,1,9554.8
2017-12-25,NASHVILLE TN,Pink Cab,46.07,734.97,532.41,327225,9270,2,0,1,3,14819.666666666666
2017-12-25,NASHVILLE TN,Yellow Cab,19.76,360.27,239.4912,327225,9270,0,1,1,0,19670.0
2017-12-25,NEW YORK NY,Pink Cab,495.71000000000004,9008.43,5470.041,8405837,302149,11,8,8,11,13774.947368421053
2017-12-25,NEW YORK NY,Yellow Cab,1459.74,34821.22,19126.1292,8405837,302149,43,30,23,36,15379.954545454546
2017-12-25,ORANGE COUNTY,Yellow Cab,11.44,190.25,145.5168,1030185,12994,0,1,1,0,22879.0
2017-12-25,PHOENIX AZ,Pink Cab,34.56,455.32,369.792,943999,6133,1,0,0,1,10142.0
2017-12-25,SACRAMENTO CA,Pink Cab,126.25999999999999,1483.1399999999999,1380.836,545776,7044,3,3,0,0,16773.0
2017-12-25,SACRAMENTO CA,Yellow Cab,24.7,256.85,326.04,545776,7044,1,1,0,0,3526.0
2017-12-25,SAN DIEGO CA,Pink Cab,129.28,2035.19,1480.2359999999999,959307,69995,1,3,3,1,16773.75
2017-12-25,SAN DIEGO CA,Yellow Cab,227.1,3380.04,2952.2844,959307,69995,4,3,5,6,12694.444444444445
2017-12-25,SEATTLE WA,Pink Cab,54.879999999999995,586.03,575.946,671238,25063,1,0,1,2,5658.0
2017-12-25,SEATTLE WA,Yellow Cab,171.77,2544.75,2216.3436,671238,25063,3,5,4,2,10965.0
2017-12-25,SILICON VALLEY,Pink Cab,89.78999999999999,1468.02,989.2139999999999,1177609,27247,3,2,1,2,16005.0
2017-12-25,SILICON VALLEY,Yellow Cab,79.68,1836.1299999999999,1062.7488,1177609,27247,1,1,2,2,10092.333333333334
2017-12-25,TUCSON AZ,Yellow Cab,36.63,582.74,448.3512,631442,5712,0,0,1,1,23526.0
2017-12-25,WASHINGTON DC,Pink Cab,101.43,1293.31,1101.92,418859,127001,2,1,2,3,15381.25
2017-12-25,WASHINGTON DC,Yellow Cab,451.25,6550.96,6007.296,418859,127001,11,10,13,14,13882.541666666666
2017-12-26,ATLANTA GA,Yellow Cab,95.05,1312.6100000000001,1229.616,814885,24701,1,1,2,2,21276.333333333332
2017-12-26,AUSTIN TX,Pink Cab,66.08,972.61,684.146,698371,14978,2,3,2,1,11942.0
2017-12-26,AUSTIN TX,Yellow Cab,32.010000000000005,500.93,454.3428,698371,14978,2,0,0,2,10519.0
2017-12-26,BOSTON MA,Pink Cab,99.28,1609.28,1092.944,248968,80021,4,1,2,5,16173.333333333334
2017-12-26,BOSTON MA,Yellow Cab,374.5,5878.19,5125.9428,248968,80021,12,5,5,12,15813.235294117647
2017-12-26,CHICAGO IL,Pink Cab,345.2,3679.58,3800.385,1955130,164468,9,3,4,10,15900.0
2017-12-26,CHICAGO IL,Yellow Cab,752.01,11771.9,10065.3972,1955130,164468,25,18,11,18,13524.027777777777
2017-12-26,DALLAS TX,Pink Cab,31.36,293.77,332.416,942908,22157,1,1,0,0,13437.0
2017-12-26,DALLAS TX,Yellow Cab,58.099999999999994,987.91,805.9295999999999,942908,22157,1,2,3,2,18590.75
2017-12-26,DENVER CO,Pink Cab,45.71,646.81,497.277,754233,12421,1,0,2,3,13801.666666666666
2017-12-26,LOS ANGELES CA,Pink Cab,389.63,5414.6,4211.437,1595037,144132,8,6,7,9,16340.2
2017-12-26,LOS ANGELES CA,Yellow Cab,660.1,11962.77,8737.236,1595037,144132,12,10,16,18,16715.964285714286
2017-12-26,MIAMI FL,Pink Cab,5.0,77.29,51.0,1339155,17675,0,0,1,1,6020.0
2017-12-26,MIAMI FL,Yellow Cab,314.14,4610.38,4038.6984,1339155,17675,7,6,7,8,15032.92857142857
2017-12-26,NASHVILLE TN,Pink Cab,28.32,510.72,317.184,327225,9270,1,1,0,0,14954.0
2017-12-26,NEW YORK NY,Pink Cab,400.03,7835.55,4462.117,8405837,302149,12,6,6,12,14046.111111111111
2017-12-26,NEW YORK NY,Yellow Cab,1505.84,36584.39,19780.728,8405837,302149,45,33,28,40,14977.767123287671
2017-12-26,ORANGE COUNTY,Pink Cab,25.68,358.39,261.12,1030185,12994,1,0,1,2,17008.0
2017-12-26,ORANGE COUNTY,Yellow Cab,104.4,1920.12,1351.7088,1030185,12994,3,3,2,2,15693.0
2017-12-26,PHOENIX AZ,Yellow Cab,30.16,455.75,401.7312,943999,6133,0,0,1,1,6443.0
2017-12-26,SACRAMENTO CA,Pink Cab,45.38,546.39,539.1500000000001,545776,7044,1,1,1,1,15092.5
2017-12-26,SACRAMENTO CA,Yellow Cab,35.96,678.9,474.672,545776,7044,1,0,0,1,4194.0
2017-12-26,SAN DIEGO CA,Pink Cab,235.65,3742.42,2629.56,959307,69995,6,3,3,6,13496.777777777777
2017-12-26,SAN DIEGO CA,Yellow Cab,185.28,2969.92,2433.744,959307,69995,5,2,4,7,12275.555555555555
2017-12-26,SEATTLE WA,Yellow Cab,118.84,1877.0700000000002,1587.8148,671238,25063,2,0,3,5,20409.2
2017-12-26,SILICON VALLEY,Pink Cab,92.65,1336.31,1048.066,1177609,27247,2,1,1,2,7594.333333333333
2017-12-26,TUCSON AZ,Yellow Cab,23.52,376.05,293.5296,631442,5712,1,1,0,0,17165.0
2017-12-26,WASHINGTON DC,Pink Cab,79.63,927.08,884.004,418859,127001,2,1,1,2,7860.666666666667
2017-12-26,WASHINGTON DC,Yellow Cab,631.1800000000001,9474.46,8292.5736,418859,127001,11,9,15,17,12331.346153846154
2017-12-27,ATLANTA GA,Pink Cab,86.11,1152.7800000000002,1017.22,814885,24701,1,1,2,2,10344.0
2017-12-27,ATLANTA GA,Yellow Cab,101.50999999999999,1553.9699999999998,1340.5212,814885,24701,3,1,1,3,11700.25
2017-12-27,AUSTIN TX,Pink Cab,38.4,506.95,433.92,698371,14978,1,0,0,1,27686.0
2017-12-27,BOSTON MA,Pink Cab,51.99,797.1800000000001,599.0609999999999,248968,80021,1,2,1,0,31118.0
2017-12-27,BOSTON MA,Yellow Cab,302.15,5174.17,3945.2400000000002,248968,80021,9,4,5,10,18266.785714285714
2017-12-27,CHICAGO IL,Pink Cab,120.8,1277.82,1329.254,1955130,164468,3,3,3,3,7865.0
2017-12-27,CHICAGO IL,Yellow Cab,579.21,8062.87,7501.8024000000005,1955130,164468,13,10,11,14,15352.041666666666
2017-12-27,DALLAS TX,Yellow Cab,165.57,2649.68,2212.2816,942908,22157,2,5,5,2,12085.42857142857
2017-12-27,DENVER CO,Pink Cab,16.38,255.28,191.646,754233,12421,0,1,1,0,17648.0
2017-12-27,DENVER CO,Yellow Cab,28.78,615.24,376.2432,754233,12421,2,0,1,3,10680.666666666666
2017-12-27,LOS ANGELES CA,Pink Cab,385.91,6225.99,4322.149,1595037,144132,7,5,9,11,15018.0625
2017-12-27,LOS ANGELES CA,Yellow Cab,461.37,9050.37,6129.8387999999995,1595037,144132,8,8,11,11,14355.736842105263
2017-12-27,MIAMI FL,Pink Cab,40.94,666.87,477.476,1339155,17675,1,0,1,2,15793.0
2017-12-27,MIAMI FL,Yellow Cab,139.46,1901.83,1750.5912,1339155,17675,4,3,2,3,22526.833333333332
2017-12-27,NASHVILLE TN,Pink Cab,62.78,1116.94,663.8,327225,9270,0,1,2,1,7655.5
2017-12-27,NASHVILLE TN,Yellow Cab,13.52,168.52,193.0656,327225,9270,1,0,0,1,8927.0
2017-12-27,NEW YORK NY,Pink Cab,187.54,3613.39,2097.868,8405837,302149,5,2,3,6,13811.25
2017-12-27,NEW YORK NY,Yellow Cab,1928.09,45680.73,25644.684,8405837,302149,51,33,28,46,16218.0
2017-12-27,ORANGE COUNTY,Pink Cab,8.33,132.95,99.96,1030185,12994,1,1,0,0,16298.0
2017-12-27,ORANGE COUNTY,Yellow Cab,37.0,745.07,506.16,1030185,12994,1,0,0,1,4794.0
2017-12-27,PHOENIX AZ,Pink Cab,8.96,128.54,93.184,943999,6133,1,1,0,0,25683.0
2017-12-27,PHOENIX AZ,Yellow Cab,67.82,940.32,883.6392000000001,943999,6133,2,2,1,1,13977.666666666666
2017-12-27,SACRAMENTO CA,Pink Cab,16.64,186.6,199.68,545776,7044,1,0,0,1,25114.0
2017-12-27,SAN DIEGO CA,Pink Cab,155.28,2328.34,1689.748,959307,69995,3,1,4,6,10404.42857142857
2017-12-27,SAN DIEGO CA,Yellow Cab,176.38,2965.19,2297.6184,959307,69995,3,3,4,4,12259.285714285714
2017-12-27,SEATTLE WA,Pink Cab,61.97,961.6700000000001,723.48,671238,25063,2,1,0,1,19231.5
2017-12-27,SEATTLE WA,Yellow Cab,48.96,814.04,634.2336,671238,25063,2,0,0,2,14606.0
2017-12-27,SILICON VALLEY,Pink Cab,75.56,1004.97,833.8800000000001,1177609,27247,3,2,0,1,20034.0
2017-12-27,SILICON VALLEY,Yellow Cab,101.83,2022.06,1315.0344,1177609,27247,3,0,3,6,14556.333333333334
2017-12-27,TUCSON AZ,Yellow Cab,73.56,1208.0,936.6552,631442,5712,2,0,1,3,9319.0
2017-12-27,WASHINGTON DC,Pink Cab,76.75,1064.0900000000001,883.36,418859,127001,3,2,2,3,12916.4
2017-12-27,WASHINGTON DC,Yellow Cab,395.2,7044.2,5156.8488,418859,127001,11,2,6,15,14596.529411764706
2017-12-28,ATLANTA GA,Pink Cab,15.9,228.6,163.77,814885,24701,0,0,1,1,7237.0
2017-12-28,ATLANTA GA,Yellow Cab,180.86,2751.7999999999997,2390.9676,814885,24701,3,3,5,5,16498.75
2017-12-28,AUSTIN TX,Pink Cab,25.72,358.08000000000004,272.348,698371,14978,1,0,1,2,19042.5
2017-12-28,AUSTIN TX,Yellow Cab,103.38,1613.28,1338.6576,698371,14978,0,0,4,4,13295.75
2017-12-28,BOSTON MA,Pink Cab,144.73000000000002,2220.54,1611.018,248968,80021,2,1,3,4,20545.6
2017-12-28,BOSTON MA,Yellow Cab,645.48,11053.6,8636.2596,248968,80021,13,10,13,16,15001.307692307691
2017-12-28,CHICAGO IL,Pink Cab,334.07,3496.05,3648.948,1955130,164468,9,4,2,7,17803.18181818182
2017-12-28,CHICAGO IL,Yellow Cab,492.78,6777.01,6445.4676,1955130,164468,14,9,12,17,14837.038461538461
2017-12-28,DALLAS TX,Yellow Cab,156.48,2549.16,2102.85,942908,22157,2,1,5,6,13089.57142857143
2017-12-28,DENVER CO,Yellow Cab,98.2,2029.46,1312.8336,754233,12421,2,3,2,1,15927.25
2017-12-28,LOS ANGELES CA,Pink Cab,579.71,9344.63,6428.818,1595037,144132,9,12,14,11,15511.0
2017-12-28,LOS ANGELES CA,Yellow Cab,503.3,9961.9,6625.47,1595037,144132,6,7,14,13,14704.85
2017-12-28,MIAMI FL,Pink Cab,15.4,223.78,180.18,1339155,17675,0,0,1,1,16512.0
2017-12-28,MIAMI FL,Yellow Cab,217.7,2932.0,2870.6184,1339155,17675,6,3,4,7,14396.0
2017-12-28,NASHVILLE TN,Pink Cab,5.6,95.16,57.12,327225,9270,0,0,1,1,22522.0
2017-12-28,NASHVILLE TN,Yellow Cab,12.61,163.94,169.4784,327225,9270,0,1,1,0,7916.0
2017-12-28,NEW YORK NY,Pink Cab,141.43,2752.1800000000003,1487.55,8405837,302149,3,2,5,6,14568.25
2017-12-28,NEW YORK NY,Yellow Cab,1908.04,46293.78,25152.2952,8405837,302149,48,45,42,45,14443.611111111111
2017-12-28,ORANGE COUNTY,Pink Cab,48.38,716.0,554.602,1030185,12994,2,1,0,1,15824.5
2017-12-28,ORANGE COUNTY,Yellow Cab,51.04,1017.14,676.3943999999999,1030185,12994,2,0,0,2,13267.5
2017-12-28,PHOENIX AZ,Yellow Cab,20.6,290.73,249.672,943999,6133,0,1,1,0,17703.0
2017-12-28,PITTSBURGH PA,Pink Cab,41.34,707.05,467.142,542085,3643,0,1,1,0,24582.0
2017-12-28,PITTSBURGH PA,Yellow Cab,21.42,354.13,305.8776,542085,3643,1,0,0,1,20203.0
2017-12-28,SACRAMENTO CA,Pink Cab,1.9,22.45,21.28,545776,7044,0,1,1,0,19303.0
2017-12-28,SACRAMENTO CA,Yellow Cab,2.0,37.41,26.4,545776,7044,0,1,1,0,22058.0
2017-12-28,SAN DIEGO CA,Pink Cab,311.26,4800.32,3530.361,959307,69995,5,8,8,5,17777.30769230769
2017-12-28,SAN DIEGO CA,Yellow Cab,216.9,3741.11,2941.7556,959307,69995,6,3,2,5,12661.25
2017-12-28,SEATTLE WA,Pink Cab,31.61,456.0,363.515,671238,25063,1,0,0,1,10360.0
